GeneSymbol	Mov10_kd_2	Mov10_kd_3	Mov10_oe_1	Mov10_oe_2	Mov10_oe_3	Irrel_kd_1	Irrel_kd_2	Irrel_kd_3
CIT	3491	2024	2394	2310	1319	2121	1964	1547
CITED1	126	73	159	175	67	134	83	65
CITED2	3419	1985	2790	2721	1370	2306	1955	1427
CITED4	129	79	131	151	61	111	120	92
CIZ1	5835	3147	2699	2520	1249	4128	3379	2693
CKAP2	7782	4416	5408	4858	3307	5141	4467	3328
CKAP2L	3383	1924	2189	2143	1340	2376	2097	1595
CKAP4	4173	2615	3133	2892	1644	2286	1855	1606
CKAP5	17798	10682	12614	11525	6990	11793	10391	8075
CKB	22399	13179	16615	18197	8081	13071	11218	8805
CKLF	185	130	142	165	87	143	138	105
CKLF-CMTM1	0	0	0	0	0	0	0	0
CKM	19	11	18	12	8	8	13	8
CKMT1A	103	47	108	96	60	68	47	54
CKMT1B	127	84	143	134	70	74	67	65
CKMT2	27	8	13	13	9	12	8	15
CKS1B	939	557	675	677	424	550	477	346
CKS2	2081	1185	1720	1823	1135	1458	1162	925
CLASP1	4156	2385	2759	2533	1462	2260	2242	1693
CLASP2	5134	3161	3836	3444	2276	3717	3272	2516
CLASRP	2598	1485	1866	1957	915	1546	1362	1105
CLC	1	1	1	0	0	0	0	0
CLCA1	0	0	0	0	0	1	0	0
CLCA2	6	1	2	1	0	3	3	2
CLCA3P	3	2	4	0	1	0	1	1
CLCA4	0	0	0	0	0	1	1	1
CLCC1	3026	1796	2168	1976	1226	2057	1822	1314
CLCF1	69	43	64	59	34	36	35	44
CLCN1	13	10	13	13	7	15	14	9
CLCN2	368	236	289	312	127	275	222	215
CLCN3	3746	2336	3977	3409	2116	4112	3590	2699
CLCN4	891	534	888	867	514	672	547	426
CLCN5	1251	810	1028	876	546	877	724	566
CLCN6	1629	954	927	845	447	873	793	616
CLCN7	1753	991	1070	1021	533	1201	1067	816
CLCNKA	5	4	5	2	7	5	1	2
CLCNKB	18	16	52	34	26	24	21	22
CLDN1	224	157	268	218	173	229	225	158
CLDN10	0	0	0	0	0	0	0	0
CLDN11	8	6	7	1	2	3	3	3
CLDN12	1355	852	1871	1656	1185	1432	1165	896
CLDN14	0	0	0	0	0	0	0	0
CLDN15	1352	808	722	728	356	883	794	629
CLDN16	0	0	0	0	0	0	0	0
CLDN17	0	0	0	0	0	0	0	0
CLDN18	1	0	0	0	0	1	0	0
CLDN19	7	3	0	6	3	0	4	3
CLDN2	2	0	1	0	0	1	0	0
CLDN20	0	1	0	0	0	0	0	0
CLDN22	0	1	0	0	0	0	0	0
CLDN23	25	16	52	42	21	30	33	25
CLDN24	0	0	0	0	0	0	0	0
CLDN25	0	0	0	0	0	0	0	0
CLDN3	14	3	15	17	6	11	7	9
CLDN4	18	5	18	8	12	3	8	4
CLDN5	0	0	0	0	0	0	0	0
CLDN6	30	16	37	37	16	27	21	11
CLDN7	22	9	58	44	31	28	28	26
CLDN8	0	0	0	0	0	0	0	0
CLDN9	10	5	24	16	3	9	5	3
CLDND1	4544	2834	3984	3622	2177	3743	3138	2378
CLDND2	14	11	15	21	14	18	9	9
CLEC10A	0	0	0	1	0	0	0	0
CLEC11A	194	126	190	217	100	144	127	86
CLEC12A	0	0	0	0	0	0	1	0
CLEC12B	0	0	1	0	0	0	2	0
CLEC14A	0	0	0	0	0	0	0	0
CLEC16A	1944	1097	1124	976	604	1167	1049	822
CLEC17A	1	0	1	1	0	1	0	2
CLEC18A	0	0	0	2	0	1	0	0
CLEC18B	4	2	1	1	0	0	4	0
CLEC18C	1	1	0	0	0	0	0	1
CLEC19A	0	0	0	0	1	0	0	0
CLEC1A	0	1	1	0	1	1	1	1
CLEC1B	0	0	0	0	0	0	0	0
CLEC2A	0	0	0	0	0	0	0	0
CLEC2B	6	2	7	2	3	8	8	3
CLEC2D	1566	911	1376	1089	1142	1380	1141	786
CLEC2L	0	0	0	0	0	0	0	0
CLEC3A	0	0	0	0	0	0	0	0
CLEC3B	8	5	8	6	3	3	5	2
CLEC4A	104	40	77	59	33	58	64	43
CLEC4C	8	2	8	3	4	2	4	1
CLEC4D	1	0	0	0	0	0	0	0
CLEC4E	7	4	0	1	0	3	1	1
CLEC4F	46	33	53	54	37	28	24	33
CLEC4G	1	0	0	0	0	0	0	0
CLEC4GP1	0	0	0	0	0	0	0	0
CLEC4M	0	0	0	0	0	0	0	2
CLEC5A	0	0	0	0	1	0	0	0
CLEC6A	0	0	0	0	0	0	1	0
CLEC7A	0	0	0	1	0	1	1	0
CLEC9A	0	0	1	0	0	0	0	1
CLECL1	0	0	0	0	0	0	0	0
CLGN	849	548	879	737	511	661	549	383
CLIC1	4332	2342	3076	3012	1544	2752	2322	1829
CLIC2	12	12	6	6	4	15	8	4
CLIC3	0	0	3	3	0	0	0	0
CLIC4	15223	8773	10383	9777	6357	9429	8262	5994
CLIC5	141	92	222	233	131	152	163	109
CLIC6	0	0	1	1	2	1	1	1
CLINT1	9926	5642	6219	5270	3371	6895	5815	4506
CLIP1	3182	1851	2202	2115	1317	2105	1903	1350
CLIP2	374	209	391	404	213	296	241	222
CLIP3	148	116	190	209	95	166	169	130
CLIP4	645	403	630	562	389	556	514	372
CLK1	5927	3455	4593	4039	2713	3122	2726	2066
CLK2	2367	1545	1843	1845	954	1709	1560	1289
CLK2P	1303	783	998	975	537	836	776	614
CLK3	2248	1328	1564	1627	829	1368	1163	910
CLK4	1300	759	997	958	618	928	860	599
CLLU1	0	0	0	0	0	0	0	0
CLLU1OS	0	0	0	0	0	0	0	0
CLMN	396	272	705	617	351	446	385	290
CLMP	277	185	295	279	166	188	210	139
CLN3	871	494	445	514	238	579	446	401
CLN5	1927	1094	1282	1076	760	1089	835	676
CLN6	3248	1864	1644	1609	749	2343	2028	1576
CLN8	1118	651	773	721	428	620	580	433
CLNK	0	0	0	0	0	0	0	0
CLNS1A	4246	2551	2785	2544	1581	2377	1936	1524
CLOCK	1095	659	957	826	599	908	841	599
CLP1	1114	603	566	571	329	683	544	404
CLPB	2044	1203	1226	1123	632	1439	1192	932
CLPP	2573	1474	1766	1809	851	1954	1541	1211
CLPS	0	0	0	0	0	0	0	0
CLPSL1	0	2	1	2	0	0	1	1
CLPSL2	11	10	30	26	9	19	9	7
CLPTM1	6701	3625	3054	2793	1478	3611	2833	2253
CLPTM1L	9615	5335	5056	4791	2582	6050	4868	3732
CLPX	1955	1062	1396	1284	797	1271	1138	852
CLRN1	0	0	1	0	0	0	0	0
CLRN1-AS1	1	1	0	0	0	1	0	0
CLRN2	1	0	0	0	0	0	0	0
CLRN3	0	0	0	1	0	0	0	0
CLSPN	5209	2953	3837	3259	1917	3523	3147	2262
CLSTN1	6493	3981	5281	4744	2525	5056	3997	3187
CLSTN2	187	108	169	127	67	136	104	124
CLSTN3	2202	1364	1676	1535	820	1395	1157	945
CLTA	2665	1559	1865	1772	957	2041	1716	1307
CLTB	1967	1118	1244	1260	603	1287	1086	811
CLTC	29445	17035	19296	17297	11002	17862	15728	11673
CLTCL1	1004	590	744	656	363	562	530	395
CLU	785	436	561	585	310	395	274	267
CLUAP1	581	323	480	425	263	368	349	256
CLUL1	16	17	31	15	12	20	21	15
CLVS1	1	1	1	0	0	1	0	1
CLVS2	15	9	27	20	7	13	18	11
CLYBL	116	70	104	100	58	79	68	64
CMA1	0	0	0	1	0	0	0	1
CMAHP	5	4	21	12	9	5	8	7
CMAS	3785	2311	3494	2997	1895	3205	2685	2104
CMBL	1514	924	1065	911	618	1032	922	676
CMC1	632	382	564	528	354	434	393	295
CMC2	768	449	691	602	394	615	503	418
CMIP	1143	766	1066	1110	563	928	813	640
CMKLR1	3	4	0	0	0	0	0	0
CMPK1	8065	4630	4428	4205	2719	4829	4245	3109
CMPK2	40	11	29	24	12	33	24	18
CMTM1	30	27	16	21	6	34	26	19
CMTM2	1	1	1	1	2	4	0	2
CMTM3	772	495	556	522	293	420	338	249
CMTM4	2701	1710	2608	2283	1487	2378	2164	1651
CMTM5	1	0	2	2	0	1	1	0
CMTM6	3914	2373	4256	3720	2537	3721	3089	2319
CMTM7	1070	724	715	768	362	804	651	527
CMTM8	406	233	383	425	248	302	285	211
CMYA5	176	122	158	101	96	153	157	114
CN5H6.4	84	35	73	64	32	41	25	32
CNBD1	0	0	0	0	0	0	0	0
CNBP	19955	11871	15217	14148	8982	14605	12902	9400
CNDP1	0	1	2	0	0	0	0	1
CNDP2	1824	1050	1133	1037	576	1220	1042	834
CNEP1R1	505	300	430	352	223	351	288	245
CNFN	68	47	49	65	31	59	46	45
CNGA1	19	8	24	31	20	16	16	12
CNGA2	2	0	0	0	0	1	0	0
CNGA3	0	0	0	0	0	0	0	0
CNGA4	13	5	12	12	4	13	3	7
CNGB1	1	0	2	0	0	2	0	2
CNGB3	0	0	0	0	0	1	1	0
CNIH	4044	2546	2618	2337	1565	3109	2565	1972
CNIH2	156	99	112	114	65	127	119	104
CNIH3	134	82	147	162	90	115	67	60
CNIH4	2384	1486	1880	1616	923	1624	1318	1034
CNKSR1	98	74	59	53	22	85	60	72
CNKSR2	60	40	52	55	26	38	42	30
CNKSR3	1116	711	940	865	522	709	601	495
CNN1	26	10	29	16	21	12	11	12
CNN2	760	438	828	750	334	745	633	469
CNN3	6419	3745	5554	5105	3145	4605	3915	3079
CNNM1	482	338	390	370	196	434	384	339
CNNM2	660	415	549	545	283	515	417	301
CNNM3	3752	2180	2031	2027	1083	2527	2151	1622
CNNM4	1895	1201	1445	1307	797	1171	1035	832
CNO	848	513	751	722	355	573	560	424
CNOT1	12113	7131	9385	8303	4867	8378	7407	5563
CNOT10	3779	2124	2313	2085	1248	2395	2171	1688
CNOT2	4124	2340	2570	2366	1378	2523	2140	1585
CNOT3	5619	3194	3405	3464	1685	3494	2889	2424
CNOT4	3054	1695	1663	1566	994	1585	1366	1030
CNOT6	6997	3976	4974	4432	2927	4807	4231	2992
CNOT6L	2069	1260	1767	1571	1136	1488	1419	982
CNOT7	4198	2529	2678	2423	1602	3216	2766	2041
CNOT8	2429	1447	2725	2470	1603	2602	2312	1653
CNP	4397	2496	2742	2496	1376	3189	2736	2156
CNPPD1	852	529	500	529	254	645	478	416
CNPY1	161	105	267	250	158	179	164	120
CNPY2	1751	1060	1170	1089	609	1158	972	798
CNPY3	1784	1084	1148	1047	599	1487	1213	884
CNPY4	408	269	318	319	141	307	272	222
CNR1	49	13	49	43	29	70	56	41
CNR2	1	1	1	2	0	2	3	2
CNRIP1	481	269	353	291	167	379	327	270
CNST	500	277	404	319	221	397	312	236
CNTD1	15	9	20	23	9	10	12	2
CNTD2	11	7	3	15	5	2	7	5
CNTF	4	2	0	2	0	1	3	0
CNTFR	151	76	130	115	61	71	65	43
CNTLN	880	530	784	650	405	565	548	408
CNTN1	785	551	1020	821	544	648	542	407
CNTN2	1	1	1	1	0	1	0	0
CNTN3	0	0	0	0	0	0	0	0
CNTN4	13	4	4	3	1	3	3	2
CNTN5	0	0	0	0	0	0	0	0
CNTN6	0	0	0	0	0	0	0	0
CNTNAP1	362	263	461	456	223	254	237	182
CNTNAP2	2428	1439	2135	2028	1163	2069	1893	1422
CNTNAP3	82	45	73	73	37	55	52	34
CNTNAP3B	25	11	24	18	9	14	20	5
CNTNAP4	0	0	0	0	0	0	0	0
CNTNAP5	0	0	0	0	0	0	0	0
CNTRL	1789	1053	1465	1293	844	1311	1169	901
CNTROB	1782	1115	1352	1312	690	1191	1048	871
COA5	1344	870	1418	1250	764	1194	963	760
COASY	3267	1927	2761	2743	1297	2163	1824	1486
COBL	1422	803	970	971	568	972	835	740
COBLL1	884	588	816	709	490	637	572	410
COBRA1	2780	1602	1823	1833	873	1966	1620	1373
COCH	4010	2423	3418	2892	1996	2391	2002	1535
COG1	2036	1247	1361	1303	689	1125	987	738
COG2	2431	1385	1849	1713	1023	1253	1054	857
COG3	1292	755	973	870	477	764	714	517
COG4	1727	956	1315	1282	685	1226	932	805
COG5	2019	1257	1429	1346	778	1329	1158	872
COG6	1400	809	1045	948	573	987	825	630
COG7	964	474	629	632	316	535	424	364
COG8	814	475	463	460	216	483	445	363
COIL	4486	2417	2284	2051	1212	2665	2190	1640
COL10A1	2	0	1	0	1	0	0	0
COL11A1	0	0	0	0	0	0	0	0
COL11A2	226	97	69	67	36	89	105	80
COL12A1	100	93	80	79	46	37	53	38
COL13A1	196	115	170	185	93	68	79	50
COL14A1	279	186	497	421	253	309	234	216
COL15A1	12	10	9	11	8	7	2	4
COL16A1	7	3	9	7	3	7	6	6
COL17A1	12	1	16	16	6	22	34	21
COL18A1	1423	916	1134	1161	619	949	729	668
COL18A1-AS1	0	0	0	0	0	0	0	0
COL19A1	84	61	96	94	80	65	53	54
COL1A1	1248	798	1374	1340	681	1267	1125	939
COL1A2	0	0	0	0	0	1	0	0
COL20A1	5	3	4	2	0	1	2	1
COL21A1	77	54	130	117	69	75	51	36
COL22A1	12	7	11	12	3	6	8	5
COL23A1	32	16	52	43	23	10	7	12
COL24A1	132	107	189	167	88	106	98	80
COL25A1	639	432	744	648	447	569	541	395
COL27A1	553	365	407	414	201	235	213	214
COL28A1	3	2	2	1	3	2	4	8
COL2A1	6573	4294	4886	4633	2500	2454	2112	1762
COL3A1	36	16	42	48	28	21	14	15
COL4A1	2698	1795	1917	1753	1151	1592	1214	986
COL4A2	3602	2235	2392	2203	1192	1960	1600	1274
COL4A3	36	25	91	98	50	77	58	47
COL4A3BP	2015	1083	1220	1114	719	1138	948	735
COL4A4	150	127	255	245	152	144	129	137
COL4A5	4737	3104	3837	3408	2201	2978	2595	2079
COL4A6	1978	1371	2027	1848	1074	1388	1215	1030
COL5A1	359	225	434	417	203	178	142	118
COL5A2	261	168	191	163	101	146	135	108
COL5A3	10	6	9	12	3	6	5	2
COL6A1	1663	1114	1292	1255	637	1088	837	757
COL6A2	493	378	699	727	405	324	274	231
COL6A3	10	9	13	7	4	7	8	4
COL6A4P1	35	24	51	59	39	31	23	26
COL6A4P2	5	4	16	5	3	5	4	6
COL6A5	21	21	14	15	3	20	11	12
COL6A6	13	11	18	18	3	13	5	7
COL7A1	123	83	56	62	30	66	46	41
COL8A1	6	8	11	15	6	5	4	9
COL8A2	8	2	6	4	3	5	6	4
COL9A1	1	1	1	2	0	1	4	3
COL9A2	227	128	240	215	116	219	210	176
COL9A3	170	124	284	292	150	229	221	157
COLEC10	1	0	4	2	0	3	2	2
COLEC11	44	25	31	31	19	28	27	27
COLEC12	927	658	833	698	470	650	556	421
COLQ	182	112	107	110	38	93	78	82
COMMD1	334	236	348	333	216	310	259	192
COMMD10	809	481	638	531	377	532	455	358
COMMD2	4135	2389	2906	2596	1622	2808	2309	1628
COMMD3	796	482	644	555	335	595	514	411
COMMD3-BMI1	0	0	0	1	0	0	0	0
COMMD4	2240	1287	1239	1289	592	1771	1482	1205
COMMD5	657	342	401	394	200	500	356	269
COMMD6	2208	1209	1469	1574	892	1475	1292	981
COMMD7	1219	699	921	920	472	1013	862	699
COMMD8	1202	653	811	712	490	809	675	509
COMMD9	1438	808	703	646	317	960	744	603
COMP	13	11	20	26	13	15	13	8
COMT	1209	732	836	791	391	797	680	516
COMTD1	661	406	510	538	269	490	444	362
COPA	9261	5591	6648	6249	3381	6022	5275	4117
COPB1	8777	5172	5939	5232	3381	5615	4777	3582
COPB2	12519	7454	9206	8264	5317	8277	7091	5485
COPE	4164	2373	2560	2513	1264	2774	2323	1894
COPG1	7615	4575	5362	5004	2627	4737	4006	3232
COPG2	1736	999	1340	1269	699	1421	1199	906
COPS2	6365	3670	4104	3671	2591	3967	3469	2516
COPS3	7350	4129	5634	5113	2983	5549	4581	3344
COPS4	2676	1452	2073	1936	1161	2114	1753	1319
COPS5	1822	1031	1171	1071	677	1281	1060	880
COPS6	5199	2921	3570	3484	1746	3914	3334	2503
COPS7A	2975	1802	2106	1989	1015	1998	1500	1290
COPS7B	3127	1781	2018	1898	999	2084	1692	1385
COPS8	2950	1807	2050	1810	957	2198	1798	1356
COPZ1	5988	3473	3727	3536	2003	3768	3055	2440
COPZ2	26	15	29	20	13	8	3	6
COQ10A	617	392	610	578	313	569	517	446
COQ10B	1252	786	937	873	511	880	660	562
COQ2	318	198	489	455	300	434	326	239
COQ3	1117	679	953	849	546	860	715	524
COQ4	931	516	541	538	282	625	516	442
COQ5	1576	966	1198	1117	668	1004	831	666
COQ6	792	487	612	571	329	552	405	355
COQ7	1481	851	1033	918	600	1219	1003	743
COQ9	1185	721	910	909	438	861	741	588
CORIN	132	69	54	62	26	80	71	72
CORO1A	77	47	95	102	50	80	80	61
CORO1B	1254	792	1000	1001	500	897	740	588
CORO1C	8022	4738	5445	5032	2989	5766	4964	3808
CORO2A	548	358	589	568	311	461	429	339
CORO2B	66	38	103	89	40	46	40	39
CORO6	393	268	375	400	170	273	264	223
CORO7	152	105	144	162	76	113	94	75
CORO7-PAM16	4	1	0	0	0	0	1	0
CORT	11	7	4	7	5	5	3	2
COTL1	3554	2006	1961	2059	1138	2297	1884	1425
COX10	1061	599	719	616	352	741	566	473
COX11	2384	1518	2014	1829	1171	1833	1543	1123
COX14	670	409	450	459	238	531	396	369
COX15	3816	2148	2224	2040	1283	2414	2072	1669
COX16	395	250	224	241	141	241	188	164
COX17	446	278	366	321	189	424	336	296
COX18	919	540	736	689	431	646	573	398
COX19	905	534	549	515	329	566	490	367
COX20	1136	701	749	642	440	690	571	447
COX4I1	5282	3053	3740	3694	1929	3680	3023	2449
COX4I2	0	0	0	0	0	0	0	0
COX4NB	1669	916	990	1004	589	1071	877	720
COX5A	3238	2018	2143	2131	1225	2362	1896	1494
COX5B	4841	3007	3000	3138	1499	3188	2642	2168
COX6A1	3522	2028	2038	1839	982	2019	1503	1275
COX6A2	0	0	0	1	0	0	0	0
COX6B1	3974	2309	2652	2409	1192	2860	2417	1833
COX6B2	10	11	27	40	12	16	12	13
COX6C	1727	1001	1289	1165	749	1173	947	818
COX7A1	0	0	0	0	0	0	0	0
COX7A2	3085	1795	2108	1936	1242	2008	1567	1224
COX7A2L	2320	1289	2397	2215	1319	2264	1962	1545
COX7B	2679	1597	1908	1798	1010	1928	1634	1208
COX7B2	1	0	0	0	0	0	0	1
COX7C	5264	2661	3165	3096	1641	3657	2486	2398
COX8A	3736	2218	2632	2662	1442	2779	2220	1741
COX8C	5	3	9	2	1	2	4	3
CP	1	0	2	0	0	0	0	0
CPA1	1	0	1	0	0	2	1	2
CPA2	76	42	10	6	5	17	8	9
CPA3	1	0	3	3	1	0	0	0
CPA4	12	2	2	2	1	3	1	1
CPA5	2	0	5	1	2	3	1	1
CPA6	0	0	0	0	0	0	0	0
CPAMD8	7	1	9	20	4	4	2	3
CPB1	0	0	0	0	0	0	2	0
CPB2	0	0	0	0	0	0	0	0
CPD	9112	5567	6850	5681	4011	6407	5197	3875
CPE	4326	2819	2884	2648	1719	2826	2378	1861
CPEB1	189	119	158	143	65	206	162	124
CPEB2	869	544	792	761	475	591	524	376
CPEB3	336	196	391	361	253	323	258	178
CPEB4	1813	1032	2186	1938	1251	1666	1544	1075
CPLX1	345	219	161	173	80	95	74	62
CPLX2	9	7	20	14	6	3	3	6
CPLX3	8	11	5	1	2	3	1	3
CPLX4	2	1	1	1	2	2	1	5
CPM	228	140	286	300	149	213	185	133
CPN1	0	0	0	0	0	0	0	0
CPN2	1	2	0	1	1	2	3	0
CPNE1	3791	2411	2939	2878	1470	2262	1910	1609
CPNE2	495	312	369	345	171	300	269	224
CPNE3	5116	2974	3198	2850	1892	3747	3277	2399
CPNE4	8	8	23	22	15	21	10	6
CPNE5	22	12	18	11	8	4	9	7
CPNE6	1	1	0	0	2	0	0	0
CPNE7	47	25	42	39	20	38	33	30
CPNE8	951	563	698	662	503	635	531	381
CPNE9	26	13	31	25	16	29	36	29
CPO	12	4	3	2	2	12	3	5
CPOX	2427	1514	2046	1928	1299	2228	1996	1383
CPPED1	754	467	637	578	312	608	528	453
CPQ	64	40	64	47	25	49	31	31
CPS1	386	268	241	235	155	320	242	190
CPS1-IT1	0	0	0	0	0	0	0	0
CPSF1	3785	2348	2280	2366	1149	2099	1775	1453
CPSF2	4206	2549	3219	2811	1840	3343	2908	2220
CPSF3	4090	2481	2864	2618	1655	2862	2487	1958
CPSF3L	2224	1365	1674	1723	806	1328	1037	881
CPSF4	1648	878	1479	1452	678	1225	1027	877
CPSF4L	1	0	1	1	0	0	0	0
CPSF6	9585	5665	7262	6415	4260	7497	6352	4779
CPSF7	9984	5761	5526	5128	2702	6946	5695	4424
CPT1A	813	450	892	817	433	830	737	591
CPT1B	79	40	48	43	27	42	42	38
CPT1C	193	102	305	283	130	289	270	213
CPT2	2111	1331	1500	1441	714	1273	1053	828
CPVL	2389	1464	1604	1376	871	1392	1046	820
CPXCR1	0	0	0	0	0	0	1	0
CPXM1	217	152	292	299	170	148	113	125
CPXM2	2	0	3	0	1	0	0	0
CPZ	7	7	4	8	1	5	1	3
CR1	0	0	0	0	0	0	1	0
CR1L	31	21	36	48	22	30	26	18
CR2	211	131	223	162	108	140	104	87
CRABP1	0	0	0	0	0	0	0	0
CRABP2	1126	837	1753	1827	1048	802	727	622
CRADD	351	218	233	228	129	204	193	135
CRAMP1L	2688	1461	1687	1590	874	1752	1538	1190
CRAT	692	467	685	789	344	552	486	403
CRB1	0	3	7	6	1	1	6	1
CRB2	23	7	16	12	6	13	9	10
CRB3	12	6	16	18	4	16	9	6
CRBN	2333	1388	1537	1345	901	1605	1291	942
CRCP	2539	1377	1595	1481	784	1838	1515	1112
CRCT1	0	0	0	0	0	0	0	0
CREB1	2710	1578	1883	1672	1161	1649	1465	1020
CREB3	796	477	546	501	272	593	501	439
CREB3L1	187	130	249	244	118	114	93	71
CREB3L2	2954	1876	3720	3368	2088	2092	1860	1423
CREB3L3	3	0	3	2	0	7	3	2
CREB3L4	302	215	402	419	191	298	271	231
CREB5	3187	1976	3136	2608	1685	1953	1757	1348
CREBBP	6839	3790	3583	3127	1630	3304	2925	2176
CREBL2	2847	1491	1563	1589	974	1892	1675	1228
CREBZF	5966	3562	5145	4823	2993	4292	3809	2860
CREG1	1992	1267	2007	1933	1117	1672	1417	1145
CREG2	24	16	49	59	34	25	25	27
CRELD1	520	331	577	586	326	409	336	274
CRELD2	942	490	583	509	282	532	443	368
CREM	1181	672	1045	953	566	846	725	577
CRH	0	0	0	1	0	0	0	0
CRHBP	1	1	3	0	0	3	2	2
CRHR1	39	23	58	60	30	11	12	16
CRHR2	0	2	3	1	1	1	2	0
CRIM1	1982	1206	1397	1206	742	1099	810	647
CRIP1	1	1	0	3	1	1	3	0
CRIP2	78	50	90	100	41	51	56	33
CRIP3	41	49	91	106	37	121	86	88
CRIPAK	204	132	194	145	85	151	145	96
CRIPT	666	367	530	485	352	555	454	336
CRISP1	0	0	0	0	0	0	1	0
CRISP2	0	1	0	1	0	0	0	0
CRISP3	1	0	0	0	0	0	1	0
CRISPLD1	721	438	532	444	329	435	355	260
CRISPLD2	90	45	21	26	22	37	23	25
CRK	4329	2505	2310	2195	1299	2737	2379	1722
CRKL	9663	5595	7301	6894	3749	6501	5777	4609
CRLF1	39	30	79	92	48	25	14	12
CRLF2	0	0	0	0	0	0	0	0
CRLF3	2175	1275	1489	1374	905	1440	1187	910
CRLS1	2178	1253	1281	1139	701	1339	1154	827
CRMP1	159	78	172	177	86	92	88	70
CRNDE	895	585	811	785	482	804	657	473
CRNKL1	2339	1318	1665	1479	876	1586	1302	951
CRNN	0	0	0	0	0	0	0	0
CROCC	1202	795	760	763	376	811	715	607
CROCCP2	1981	1116	1387	1381	801	1411	1142	953
CROCCP3	285	190	285	250	165	173	178	171
CROT	805	461	528	451	297	483	388	296
CRP	0	0	0	0	0	0	0	0
CRSP8P	762	389	593	500	262	538	472	338
CRTAC1	163	105	89	90	50	58	60	33
CRTAM	2	0	0	1	0	0	0	0
CRTAP	7877	4904	5184	4873	2706	4962	4103	3280
CRTC1	1047	650	509	538	251	561	520	395
CRTC2	2596	1486	1466	1397	706	1631	1417	1161
CRTC3	2436	1417	1548	1457	833	1640	1417	1027
CRX	4	1	10	4	5	5	4	3
CRY1	2040	1127	1500	1419	868	1285	1163	824
CRY2	838	474	687	649	332	470	427	308
CRYAA	1	0	0	1	0	1	2	0
CRYAB	7	5	23	24	10	7	5	1
CRYBA1	0	0	0	0	0	0	1	0
CRYBA2	9	6	8	7	0	13	11	9
CRYBA4	2	0	1	1	0	1	0	1
CRYBB1	0	1	1	2	2	3	2	0
CRYBB2	13	7	13	4	1	14	8	2
CRYBB2P1	1034	657	720	672	325	697	657	502
CRYBB3	9	7	21	12	8	6	10	9
CRYGA	0	0	0	0	0	0	0	0
CRYGB	0	0	0	0	0	0	0	0
CRYGC	1	0	0	0	0	0	0	0
CRYGD	60	26	48	42	26	49	38	40
CRYGN	1	1	0	0	0	1	0	1
CRYGS	29	27	33	42	16	29	14	22
CRYL1	190	141	232	248	109	156	140	97
CRYM	42	27	69	38	18	38	26	12
CRYM-AS1	21	11	15	11	9	22	17	8
CRYZ	1123	709	970	934	563	954	853	663
CRYZL1	933	596	915	846	563	678	586	488
CS	11251	6359	6868	6474	3263	7454	6372	5034
CSAD	586	335	469	407	245	368	343	255
CSAG1	0	0	0	1	0	0	0	1
CSAG2	0	0	0	0	0	0	0	0
CSAG3	0	0	0	0	0	0	0	0
CSDA	15946	8911	9391	9223	4829	10136	8691	6841
CSDAP1	9694	5805	5386	5518	3054	6474	5553	4269
CSDC2	75	58	135	149	50	86	74	71
CSDE1	52680	30560	30158	27318	17677	38742	33584	25331
CSE1L	19304	11082	13551	12395	7736	14600	12901	9337
CSF1	485	342	415	433	222	248	232	213
CSF1R	3	2	3	5	2	4	5	2
CSF2	0	1	0	2	0	0	0	0
CSF2RA	0	0	0	0	0	0	0	0
CSF2RB	4	4	2	1	1	0	3	2
CSF3	13	7	0	1	1	2	7	2
CSF3R	1	1	8	2	3	2	2	5
CSGALNACT1	27	21	39	43	25	26	11	10
CSGALNACT2	1398	846	1287	1042	739	1090	898	686
CSH1	0	0	0	0	0	0	0	0
CSH2	0	0	0	0	0	0	0	0
CSHL1	0	1	0	1	0	1	0	0
CSK	4333	2505	2466	2430	1155	2924	2345	1787
CSMD1	0	0	0	0	0	1	0	1
CSMD2	8	5	1	6	2	7	3	3
CSMD3	0	0	0	0	0	1	0	1
CSN1S1	1	0	0	0	0	0	0	0
CSN1S2AP	0	0	0	0	0	0	0	0
CSN1S2BP	0	0	0	0	0	0	0	0
CSN2	0	0	0	0	0	1	0	0
CSN3	0	0	0	0	0	0	0	0
CSNK1A1	10054	5522	5753	5256	3390	5870	5210	3855
CSNK1A1L	1293	731	762	713	498	824	664	520
CSNK1A1P1	456	272	264	281	159	300	280	184
CSNK1D	11696	6448	6453	6205	3272	6742	5627	4465
CSNK1E	14803	8865	10885	10988	5388	10050	8465	7049
CSNK1G1	2062	1105	1084	993	582	1220	1139	838
CSNK1G2	4624	2762	2391	2374	1215	3007	2561	1988
CSNK1G2-AS1	0	0	0	0	0	0	0	0
CSNK1G3	3385	2079	2581	2499	1591	2438	2275	1540
CSNK2A1	4643	2738	2743	2531	1567	3064	2610	1966
CSNK2A1P	3870	2315	2507	2198	1449	2687	2370	1768
CSNK2A2	1550	954	1299	1299	741	1307	1239	902
CSNK2B	5552	3165	3744	3783	1903	4056	3517	2662
CSPG4	356	233	442	370	268	297	255	182
CSPG4P1Y	0	0	0	0	0	0	0	0
CSPG5	862	556	895	849	445	685	581	377
CSPP1	1347	764	771	681	431	688	647	479
CSRNP1	1540	973	1074	968	586	617	568	398
CSRNP2	1512	846	1041	1018	539	1021	856	664
CSRNP3	549	333	887	773	535	442	423	336
CSRP1	526	351	514	484	249	509	442	360
CSRP2	1356	809	1247	1133	677	952	827	663
